accession,experiment,study,sample,title,attributes.assembly,attributes.dangling_references,attributes.ENA-SPOT-COUNT,attributes.ENA-BASE-COUNT,attributes.ENA-FIRST-PUBLIC,attributes.ENA-LAST-UPDATE,files.ftp,files.aws,files.gcp,files.ncbi,attributes.options,attributes.loader
SRR8352706,SRX5163635,SRP133163,SRS4172660,NextSeq 500 paired end sequencing; GSM3520459: Uninjured_WT_2; Mus musculus; RNA-Seq,mm10,,494287765,61785970625,2019-04-01,2019-04-01,"[{'accession': 'SRR8352706', 'filename': 'SRR8352706.fastq.gz', 'filetype': 'fastq', 'filesize': 29808384170, 'filenumber': 1, 'md5': '10d343af31afee9d747a9c910cdbdcc0', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8352706/SRR8352706.fastq.gz'}]","[{'accession': 'SRR8352706', 'filename': '20180917_uninjured_wt_possorted_genome_bam.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-1.s3.amazonaws.com/SRR8352706/20180917_uninjured_wt_possorted_genome_bam.bam.1'}, {'accession': 'SRR8352706', 'filename': 'SRR8352706', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8352706/SRR8352706'}]",[],[],,
SRR8352705,SRX5163634,SRP133163,SRS4172659,NextSeq 500 paired end sequencing; GSM3520458: Uninjured_WT_1; Mus musculus; RNA-Seq,mm10,,514303302,77659798602,2019-04-01,2019-04-01,"[{'accession': 'SRR8352705', 'filename': 'SRR8352705.fastq.gz', 'filetype': 'fastq', 'filesize': 41988038057, 'filenumber': 1, 'md5': '12b8c3503f5f42b023b4b1eecb382569', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8352705/SRR8352705.fastq.gz'}]","[{'accession': 'SRR8352705', 'filename': '20171018_uninjured_wt_possorted_genome_bam.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-1.s3.amazonaws.com/SRR8352705/20171018_uninjured_wt_possorted_genome_bam.bam.1'}, {'accession': 'SRR8352705', 'filename': 'SRR8352705', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8352705/SRR8352705'}]",[],[],,
SRR6998061,SRX3932543,SRP139922,SRS3165517,Illumina HiSeq 2500 paired end sequencing; GSM3097066: Inf_plus_CTX_rep2; Mus musculus; RNA-Seq,mm10,,16593857,1825324270,2018-10-05,2018-10-05,"[{'accession': 'SRR6998061', 'filename': 'Inf_plus_CTX_rep2_possorted_genome_bam.bam', 'filetype': 'bam', 'filesize': 4600693752, 'filenumber': 1, 'md5': '87236c8269af82befc23e7c96edfd906', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/SRA688/SRA688834/bam/Inf_plus_CTX_rep2_possorted_genome_bam.bam'}, {'accession': 'SRR6998061', 'filename': 'Inf_plus_CTX_rep2_possorted_genome_bam.bam.bai', 'filetype': 'bam', 'filesize': 4022792, 'filenumber': 1, 'md5': 'cbd4802d1214d024bf5c71b5c2124d7f', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR699/SRR6998061/Inf_plus_CTX_rep2_possorted_genome_bam.bam.bai'}]","[{'accession': 'SRR6998061', 'filename': 'Inf_plus_CTX_rep2_possorted_genome_bam.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-1.s3.amazonaws.com/SRR6998061/Inf_plus_CTX_rep2_possorted_genome_bam.bam.1'}, {'accession': 'SRR6998061', 'filename': 'SRR6998061', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR6998061/SRR6998061'}]",[],[],,
SRR6998060,SRX3932542,SRP139922,SRS3165516,Illumina HiSeq 2500 paired end sequencing; GSM3097065: Inf_plus_CTX_rep1; Mus musculus; RNA-Seq,mm10,,30633382,3369672020,2018-10-05,2018-10-05,"[{'accession': 'SRR6998060', 'filename': 'Inf_plus_CTX_rep1_possorted_genome_bam.bam', 'filetype': 'bam', 'filesize': 8385655287, 'filenumber': 1, 'md5': '7141099adcf6c945923aa84d6dc8de53', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/SRA688/SRA688834/bam/Inf_plus_CTX_rep1_possorted_genome_bam.bam'}, {'accession': 'SRR6998060', 'filename': 'Inf_plus_CTX_rep1_possorted_genome_bam.bam.bai', 'filetype': 'bam', 'filesize': 4550472, 'filenumber': 1, 'md5': '1e92b7bd3cb0725dea4b0f41a326f7b1', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR699/SRR6998060/Inf_plus_CTX_rep1_possorted_genome_bam.bam.bai'}]","[{'accession': 'SRR6998060', 'filename': 'Inf_plus_CTX_rep1_possorted_genome_bam.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-1.s3.amazonaws.com/SRR6998060/Inf_plus_CTX_rep1_possorted_genome_bam.bam.1'}, {'accession': 'SRR6998060', 'filename': 'SRR6998060', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR6998060/SRR6998060'}]",[],[],,
SRR6998059,SRX3932541,SRP139922,SRS3165515,Illumina HiSeq 2500 paired end sequencing; GSM3097064: Inf_rep2; Mus musculus; RNA-Seq,mm10,,54232345,5965557950,2018-10-05,2018-10-05,"[{'accession': 'SRR6998059', 'filename': 'Inf_rep2_possorted_genome_bam.bam', 'filetype': 'bam', 'filesize': 16667690610, 'filenumber': 1, 'md5': '318fa4726b19b53b0edec11fc0ffd2b5', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/SRA688/SRA688834/bam/Inf_rep2_possorted_genome_bam.bam'}, {'accession': 'SRR6998059', 'filename': 'Inf_rep2_possorted_genome_bam.bam.bai', 'filetype': 'bam', 'filesize': 5642368, 'filenumber': 1, 'md5': 'db18b0870aea936821b75ac8c8d21719', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR699/SRR6998059/Inf_rep2_possorted_genome_bam.bam.bai'}]","[{'accession': 'SRR6998059', 'filename': 'Inf_rep2_possorted_genome_bam.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-1.s3.amazonaws.com/SRR6998059/Inf_rep2_possorted_genome_bam.bam.1'}, {'accession': 'SRR6998059', 'filename': 'SRR6998059', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR6998059/SRR6998059'}]",[],[],,
SRR6998058,SRX3932540,SRP139922,SRS3165513,Illumina HiSeq 2500 paired end sequencing; GSM3097063: Inf_rep1; Mus musculus; RNA-Seq,mm10,,16497599,1814735890,2018-10-05,2018-10-05,"[{'accession': 'SRR6998058', 'filename': 'Inf_rep1_possorted_genome_bam.bam', 'filetype': 'bam', 'filesize': 4905098684, 'filenumber': 1, 'md5': 'e83e8a3a0f2e267b02fa2a60d3adcb1d', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/SRA688/SRA688834/bam/Inf_rep1_possorted_genome_bam.bam'}, {'accession': 'SRR6998058', 'filename': 'Inf_rep1_possorted_genome_bam.bam.bai', 'filetype': 'bam', 'filesize': 4126544, 'filenumber': 1, 'md5': '7839f32e9d6c5ede5e3c4c52415193ad', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR699/SRR6998058/Inf_rep1_possorted_genome_bam.bam.bai'}]","[{'accession': 'SRR6998058', 'filename': 'Inf_rep1_possorted_genome_bam.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-1.s3.amazonaws.com/SRR6998058/Inf_rep1_possorted_genome_bam.bam.1'}, {'accession': 'SRR6998058', 'filename': 'SRR6998058', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR6998058/SRR6998058'}]",[],[],,
SRR6998057,SRX3932539,SRP139922,SRS3165514,Illumina HiSeq 2500 paired end sequencing; GSM3097062: N_plus_CTX_rep2; Mus musculus; RNA-Seq,mm10,,45007692,4950846120,2018-10-05,2018-10-05,"[{'accession': 'SRR6998057', 'filename': 'N_plus_CTX_rep2_possorted_genome_bam.bam', 'filetype': 'bam', 'filesize': 12111896737, 'filenumber': 1, 'md5': '533a7585be72fe29fafa3748fb0dae72', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/SRA688/SRA688834/bam/N_plus_CTX_rep2_possorted_genome_bam.bam'}, {'accession': 'SRR6998057', 'filename': 'N_plus_CTX_rep2_possorted_genome_bam.bam.bai', 'filetype': 'bam', 'filesize': 5632552, 'filenumber': 1, 'md5': '12ec2e190590d3f2880f1de87976828f', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR699/SRR6998057/N_plus_CTX_rep2_possorted_genome_bam.bam.bai'}]","[{'accession': 'SRR6998057', 'filename': 'N_plus_CTX_rep2_possorted_genome_bam.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-1.s3.amazonaws.com/SRR6998057/N_plus_CTX_rep2_possorted_genome_bam.bam.1'}, {'accession': 'SRR6998057', 'filename': 'SRR6998057', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR6998057/SRR6998057'}]",[],[],,
SRR6998056,SRX3932538,SRP139922,SRS3165512,Illumina HiSeq 2500 paired end sequencing; GSM3097061: N_plus_CTX_rep1; Mus musculus; RNA-Seq,mm10,,155777402,17135514220,2018-10-05,2018-10-05,"[{'accession': 'SRR6998056', 'filename': 'N_plus_CTX_rep1_possorted_genome_bam.bam', 'filetype': 'bam', 'filesize': 40830046216, 'filenumber': 1, 'md5': '4aaaf244f94bcd8cce5c70d8fbddc832', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/SRA688/SRA688834/bam/N_plus_CTX_rep1_possorted_genome_bam.bam'}, {'accession': 'SRR6998056', 'filename': 'N_plus_CTX_rep1_possorted_genome_bam.bam.bai', 'filetype': 'bam', 'filesize': 8119616, 'filenumber': 1, 'md5': '0b8339947327e63b21ed2ddfa1056f85', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR699/SRR6998056/N_plus_CTX_rep1_possorted_genome_bam.bam.bai'}]","[{'accession': 'SRR6998056', 'filename': 'N_plus_CTX_rep1_possorted_genome_bam.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-1.s3.amazonaws.com/SRR6998056/N_plus_CTX_rep1_possorted_genome_bam.bam.1'}, {'accession': 'SRR6998056', 'filename': 'SRR6998056', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR6998056/SRR6998056'}]",[],[],,
SRR8078716,SRX4905903,SRP166131,SRS3952115,Illumina HiSeq 2500 paired end sequencing; GSM3436819: iPax3 single-cell RNA-Seq; Mus musculus; RNA-Seq,mm10,,205209792,20110559616,2019-02-16,2019-02-16,"[{'accession': 'SRR8078716', 'filename': 'SRR8078716.fastq.gz', 'filetype': 'fastq', 'filesize': 9801259152, 'filenumber': 1, 'md5': '97b60b7492c7dcd12f7d93df95d86b6d', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR807/006/SRR8078716/SRR8078716.fastq.gz'}]","[{'accession': 'SRR8078716', 'filename': 'single_cell_iPax3.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-1.s3.amazonaws.com/SRR8078716/single_cell_iPax3.bam.1'}, {'accession': 'SRR8078716', 'filename': 'SRR8078716', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8078716/SRR8078716'}]",[],[],,
SRR8078715,SRX4905902,SRP166131,SRS3952114,Illumina HiSeq 2500 paired end sequencing; GSM3436818: Adult satellite cells single-cell RNA-Seq; Mus musculus; RNA-Seq,mm10,,164135118,16085241564,2019-02-16,2019-02-16,"[{'accession': 'SRR8078715', 'filename': 'SRR8078715.fastq.gz', 'filetype': 'fastq', 'filesize': 7562577143, 'filenumber': 1, 'md5': '7ccbb46719da799bac1b7fa35b9f44f6', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR807/005/SRR8078715/SRR8078715.fastq.gz'}]","[{'accession': 'SRR8078715', 'filename': 'single_cell_Sat.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-1.s3.amazonaws.com/SRR8078715/single_cell_Sat.bam.1'}, {'accession': 'SRR8078715', 'filename': 'SRR8078715', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8078715/SRR8078715'}]",[],[],,
SRR8528200,SRX5330784,SRP183505,SRS4325104,Illumina HiSeq 4000 sequencing; GSM3589989: HO_CD47 treatedreplicate3; Mus musculus; RNA-Seq,GRCm38,,,,2019-10-24,2019-10-24,"[{'accession': 'SRR8528200', 'filename': 'HOCD47treatedreplicate3.bam.1', 'filetype': 'bam', 'filesize': 43389505896, 'filenumber': 1, 'md5': 'a171a101b221b3dc35b9ee6de6eb24ac', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528200/HOCD47treatedreplicate3.bam.1'}, {'accession': 'SRR8528200', 'filename': 'HOCD47treatedreplicate3.bam.1.bai', 'filetype': 'bam', 'filesize': 9104944, 'filenumber': 1, 'md5': '771a61a40788cdad2833ef817194a74b', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528200/HOCD47treatedreplicate3.bam.1.bai'}]","[{'accession': 'SRR8528200', 'filename': 'HOCD47treatedreplicate3.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-2.s3.amazonaws.com/SRR8528200/HOCD47treatedreplicate3.bam.1'}, {'accession': 'SRR8528200', 'filename': 'SRR8528200', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8528200/SRR8528200'}]",[],[],--max-err-count 1000000000,
SRR8528199,SRX5330783,SRP183505,SRS4325103,Illumina HiSeq 4000 sequencing; GSM3589988: HO_CD47 treatedreplicate2; Mus musculus; RNA-Seq,GRCm38,,,,2019-10-24,2019-10-24,"[{'accession': 'SRR8528199', 'filename': 'HOCD47Teatedreplicate2.bam.1', 'filetype': 'bam', 'filesize': 32733743069, 'filenumber': 1, 'md5': '08a2cf437d0308739da3655a7590b010', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528199/HOCD47Teatedreplicate2.bam.1'}, {'accession': 'SRR8528199', 'filename': 'HOCD47Teatedreplicate2.bam.1.bai', 'filetype': 'bam', 'filesize': 8442072, 'filenumber': 1, 'md5': 'a977a4b94da2cfe3660629edeb702b20', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528199/HOCD47Teatedreplicate2.bam.1.bai'}]","[{'accession': 'SRR8528199', 'filename': 'HOCD47Teatedreplicate2.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-2.s3.amazonaws.com/SRR8528199/HOCD47Teatedreplicate2.bam.1'}, {'accession': 'SRR8528199', 'filename': 'SRR8528199', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8528199/SRR8528199'}]",[],[],--max-err-count 1000000000,
SRR8528198,SRX5330782,SRP183505,SRS4325102,Illumina HiSeq 4000 sequencing; GSM3589987: HO_CD47 treatedreplicate1; Mus musculus; RNA-Seq,GRCm38,,,,2019-10-24,2019-10-24,"[{'accession': 'SRR8528198', 'filename': 'HOCD47treatedreplicate1.bam.1', 'filetype': 'bam', 'filesize': 37215176671, 'filenumber': 1, 'md5': '51212fed5b41e532bbcbf8c1f3899e46', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528198/HOCD47treatedreplicate1.bam.1'}, {'accession': 'SRR8528198', 'filename': 'HOCD47treatedreplicate1.bam.1.bai', 'filetype': 'bam', 'filesize': 8809200, 'filenumber': 1, 'md5': 'b0babbd3bb7addf3be93581d05bb5cbc', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528198/HOCD47treatedreplicate1.bam.1.bai'}]","[{'accession': 'SRR8528198', 'filename': 'HOCD47treatedreplicate1.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-2.s3.amazonaws.com/SRR8528198/HOCD47treatedreplicate1.bam.1'}, {'accession': 'SRR8528198', 'filename': 'SRR8528198', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8528198/SRR8528198'}]",[],[],--max-err-count 1000000000,
SRR8528197,SRX5330781,SRP183505,SRS4325101,Illumina HiSeq 4000 sequencing; GSM3589986: HODay21replicate3; Mus musculus; RNA-Seq,GRCm38,,,,2019-10-24,2019-10-24,"[{'accession': 'SRR8528197', 'filename': 'HODay21replicate3.bam.1', 'filetype': 'bam', 'filesize': 19363573358, 'filenumber': 1, 'md5': '760b61f88bbb0bf9a3cf9af3f6f80fd9', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528197/HODay21replicate3.bam.1'}, {'accession': 'SRR8528197', 'filename': 'HODay21replicate3.bam.1.bai', 'filetype': 'bam', 'filesize': 7043760, 'filenumber': 1, 'md5': 'c1ae947b8fbb8a371ecf149b56fd9c81', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528197/HODay21replicate3.bam.1.bai'}]","[{'accession': 'SRR8528197', 'filename': 'HODay21replicate3.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-2.s3.amazonaws.com/SRR8528197/HODay21replicate3.bam.1'}, {'accession': 'SRR8528197', 'filename': 'SRR8528197', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8528197/SRR8528197'}]",[],[],--max-err-count 10000000,
SRR8528196,SRX5330780,SRP183505,SRS4325100,Illumina HiSeq 4000 sequencing; GSM3589985: HODay21replicate2; Mus musculus; RNA-Seq,GRCm38,,,,2019-10-24,2019-10-24,"[{'accession': 'SRR8528196', 'filename': 'HODay21replicate2.bam.1', 'filetype': 'bam', 'filesize': 21205548499, 'filenumber': 1, 'md5': '4ad9a2bd10601000e3ad9ff74a0c347f', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528196/HODay21replicate2.bam.1'}, {'accession': 'SRR8528196', 'filename': 'HODay21replicate2.bam.1.bai', 'filetype': 'bam', 'filesize': 7468192, 'filenumber': 1, 'md5': '324eaaac9e65a0afe8861a0955d02ec7', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528196/HODay21replicate2.bam.1.bai'}]","[{'accession': 'SRR8528196', 'filename': 'HODay21replicate2.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-2.s3.amazonaws.com/SRR8528196/HODay21replicate2.bam.1'}, {'accession': 'SRR8528196', 'filename': 'SRR8528196', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8528196/SRR8528196'}]",[],[],--max-err-count 10000000,
SRR8528195,SRX5330779,SRP183505,SRS4325099,Illumina HiSeq 4000 sequencing; GSM3589984: HODay21replicate1; Mus musculus; RNA-Seq,GRCm38,,,,2019-10-24,2019-10-24,"[{'accession': 'SRR8528195', 'filename': 'HODay21replicate1.bam.1', 'filetype': 'bam', 'filesize': 17241151855, 'filenumber': 1, 'md5': '72b8708dba786d61a4445507e52b0f9b', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528195/HODay21replicate1.bam.1'}, {'accession': 'SRR8528195', 'filename': 'HODay21replicate1.bam.1.bai', 'filetype': 'bam', 'filesize': 6867792, 'filenumber': 1, 'md5': '343e21727e19bf4061f3c2801e84b7fc', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528195/HODay21replicate1.bam.1.bai'}]","[{'accession': 'SRR8528195', 'filename': 'SRR8528195', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8528195/SRR8528195'}, {'accession': 'SRR8528195', 'filename': 'HODay21replicate1.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-2.s3.amazonaws.com/SRR8528195/HODay21replicate1.bam.1'}]",[],[],--max-err-count 10000000,
SRR8528194,SRX5330778,SRP183505,SRS4325098,Illumina HiSeq 4000 sequencing; GSM3589983: HODay7replicate3; Mus musculus; RNA-Seq,GRCm38,,,,2019-10-24,2019-10-24,"[{'accession': 'SRR8528194', 'filename': 'HODay7replicate3.bam.1', 'filetype': 'bam', 'filesize': 29980647011, 'filenumber': 1, 'md5': '35b6050960c77a0911d6aa4947ca4e56', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528194/HODay7replicate3.bam.1'}, {'accession': 'SRR8528194', 'filename': 'HODay7replicate3.bam.1.bai', 'filetype': 'bam', 'filesize': 8313296, 'filenumber': 1, 'md5': '22a7cdb2f74eacf9c26601d1dcbba6c5', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528194/HODay7replicate3.bam.1.bai'}]","[{'accession': 'SRR8528194', 'filename': 'HODay7replicate3.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-1.s3.amazonaws.com/SRR8528194/HODay7replicate3.bam.1'}, {'accession': 'SRR8528194', 'filename': 'SRR8528194', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8528194/SRR8528194'}]",[],[],--max-err-count 100000000,
SRR8528193,SRX5330777,SRP183505,SRS4325097,Illumina HiSeq 4000 sequencing; GSM3589982: HODay7replicate2; Mus musculus; RNA-Seq,GRCm38,,,,2019-10-24,2019-10-24,"[{'accession': 'SRR8528193', 'filename': 'HODay7replicate2.bam.1', 'filetype': 'bam', 'filesize': 31082066005, 'filenumber': 1, 'md5': '4986540c52af29525ccce3eb5492db7b', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528193/HODay7replicate2.bam.1'}, {'accession': 'SRR8528193', 'filename': 'HODay7replicate2.bam.1.bai', 'filetype': 'bam', 'filesize': 8145888, 'filenumber': 1, 'md5': '0922e3baa04379269eb2c94b12155759', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528193/HODay7replicate2.bam.1.bai'}]","[{'accession': 'SRR8528193', 'filename': 'HODay7replicate2.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-2.s3.amazonaws.com/SRR8528193/HODay7replicate2.bam.1'}, {'accession': 'SRR8528193', 'filename': 'SRR8528193', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8528193/SRR8528193'}]",[],[],--max-err-count 1000000000,
SRR8528192,SRX5330776,SRP183505,SRS4325096,Illumina HiSeq 4000 sequencing; GSM3589981: HODay7replicate1; Mus musculus; RNA-Seq,GRCm38,,,,2019-10-24,2019-10-24,"[{'accession': 'SRR8528192', 'filename': 'HODay7replicate1.bam.1', 'filetype': 'bam', 'filesize': 48874196435, 'filenumber': 1, 'md5': '58dd9f550f0a477f12db2a527b0a9b62', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528192/HODay7replicate1.bam.1'}, {'accession': 'SRR8528192', 'filename': 'HODay7replicate1.bam.1.bai', 'filetype': 'bam', 'filesize': 9867512, 'filenumber': 1, 'md5': '759cdaf0b7991482ba661e810e5cdbfc', 'urltype': 'ftp', 'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/run/SRR852/SRR8528192/HODay7replicate1.bam.1.bai'}]","[{'accession': 'SRR8528192', 'filename': 'HODay7replicate1.bam.1', 'filetype': 'bam', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-src-2.s3.amazonaws.com/SRR8528192/HODay7replicate1.bam.1'}, {'accession': 'SRR8528192', 'filename': 'SRR8528192', 'filetype': 'sra', 'filesize': None, 'filenumber': 1, 'md5': None, 'urltype': 'aws', 'url': 'https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8528192/SRR8528192'}]",[],[],--max-err-count 1000000000,
